name,slug,released,genre,rating,metacritic
summer fruit,summer-fruit,2020-04-23,Action,0.0,
The Salt of Sultan Vinegar,the-salt-of-sultan-vinegar,2020-04-22,Fighting,0.0,
Stand-Stiller,stand-stiller,2020-04-22,Platformer,0.0,
Phantom Dash Windows Edition,phantom-dash-windows-edition,2020-04-22,Adventure,0.0,
Asyiknya Belajar Ekosistem,asyiknya-belajar-ekosistem,2020-04-22,Educational,0.0,
Baldi Basics all version Android,baldi-basics-all-version-android,2020-04-22,none,0.0,
Clannad Fishing,clannad-fishing,2020-04-22,none,0.0,
Rhythm Thrower,rhythm-thrower,2020-04-22,none,0.0,
Tic,tic,2020-04-22,none,0.0,
Memory Make,memory-make,2020-04-23,none,0.0,
Reach Future Sky,reach-future-sky,2020-04-23,Platformer,0.0,
Children of Glorbux,children-of-glorbux,2020-04-23,none,0.0,
Save the Penguin (Iskream23),save-the-penguin-iskream23,2020-04-23,none,0.0,
The Return of Sultan Vinegar,the-return-of-sultan-vinegar,2020-04-23,Adventure,0.0,
XTennis2D ver. 0.1.2,xtennis2d-ver-012,2020-04-23,Sports,0.0,
Serpent (itch) (Delta Key),serpent-itch-delta-key,2020-04-23,none,0.0,
Lava Rising 2.0,lava-rising-20,2020-04-23,Platformer,0.0,
My CYF Mod!,my-cyf-mod,2020-04-23,Strategy,0.0,
Disco Alive,disco-alive,2020-04-22,none,0.0,
OLEG,oleg,2020-04-22,Puzzle,0.0,
FLÜID,fluid-2,2020-04-22,Simulation,0.0,
Jump Zombie,jump-zombie,2020-04-22,Platformer,0.0,
Go Dungeon - A Text Adventure Game,go-dungeon-a-text-adventure-game,2020-04-22,Adventure,0.0,
Don't Make a Sound,dont-make-a-sound-2,2020-04-22,Platformer,0.0,
The Choice (ImmortalLen),the-choice-immortallen,2020-04-22,none,0.0,
Ducky's Day Out - Post Jam,duckys-day-out-post-jam,2020-04-21,Strategy,0.0,
Saving Your Pet,saving-your-pet,2020-04-21,Fighting,0.0,
SkyDiver Endless Fall,skydiver-endless-fall,2020-04-21,none,0.0,
MARGARIDA AO RESGATE,margarida-ao-resgate,2020-04-21,Adventure,0.0,
Why Jeff,why-jeff,2020-04-21,none,0.0,
MechHunter,mechhunter,2020-04-21,Shooter,0.0,
Further into the Universe,further-into-the-universe,2020-04-21,Adventure,0.0,
DRAGONBALL BUDOKAI MRC,dragonball-budokai-mrc,2020-04-21,Adventure,0.0,
Van Life,van-life,2020-04-21,Strategy,0.0,
Glass Rooms,glass-rooms,2020-04-21,none,0.0,
chicken run (itch) (vixy),chicken-run-itch-vixy,2020-04-21,Adventure,0.0,
Thomas' Basics in teamwork and learning,thomas-basics-in-teamwork-and-learning,2020-04-22,none,0.0,
Just a Viral game,just-a-viral-game,2020-04-21,none,0.0,
Morphology (Yanrishatum),morphology-yanrishatum,2020-04-21,Simulation,0.0,
Space Farmer (Mikeeyy),space-farmer-mikeeyy,2020-04-21,Strategy,0.0,
Tank (itch) (ShoutingJoker64),tank-itch-shoutingjoker64,2020-04-21,Shooter,0.0,
Square Worlds,square-worlds,2020-04-21,Puzzle,0.0,
Let It Burn (Loot Grounds),let-it-burn-loot-grounds,2020-04-21,Simulation,0.0,
Why Baby?,why-baby,2020-04-21,none,0.0,
The Oregon Snail,the-oregon-snail,2020-04-21,Racing,0.0,
The Quest to Collect a Bunch of Stuff Because The Main Character is a Hoarder or Something.,the-quest-to-collect-a-bunch-of-stuff-because-the-,2020-04-21,Platformer,0.0,
The Poor Rebellion (AdamClayden),the-poor-rebellion-adamclayden,2020-04-21,Action,0.0,
How It Bites,how-it-bites,2020-04-21,none,0.0,
Keeper of the Flame (Game Jam),keeper-of-the-flame-game-jam,2020-04-21,Platformer,0.0,
VIRTUALITY (Corruption Mod),virtuality-corruption-mod,2020-04-21,none,0.0,
Темный Кучер,temnyi-kucher,2020-04-21,none,0.0,
Farm Life,farm-life,2020-04-21,Simulation,0.0,
Galaxy Gardener,galaxy-gardener,2020-04-21,none,0.0,
Beer Tavern,beer-tavern,2020-04-20,Simulation,0.0,
Le Kreds,le-kreds,2020-04-21,Shooter,0.0,
Safe and sound :D,safe-and-sound-d,2020-04-21,Strategy,0.0,
Knife at a Gun Fight,knife-at-a-gun-fight,2020-04-21,none,0.0,
Lab Rat (davidfrankel),lab-rat-davidfrankel,2020-04-21,Puzzle,0.0,
PLOTOKOSTE-DUSHEPLOT,plotokoste-dusheplot,2020-04-21,none,0.0,
Lord of the Packets,lord-of-the-packets,2020-04-21,Puzzle,0.0,
AMT - Alien Medical Technician,amt-alien-medical-technician,2020-04-21,none,0.0,
Robot Care,robot-care,2020-04-20,none,0.0,
Rusty,rusty,2020-04-21,Adventure,0.0,
Tepkluth and the Scared one,tepkluth-and-the-scared-one,2020-04-20,Adventure,0.0,
Fordhill,fordhill,2020-04-21,Action,0.0,
Snipes,snipes,2020-04-21,none,0.0,
balloons (Mopkoo),balloons-mopkoo,2020-04-21,none,0.0,
Hunting Adventure,hunting-adventure,2020-04-21,Platformer,0.0,
Detective Boiled-Hard Mini Case,detective-boiled-hard-mini-case,2020-04-21,Adventure,0.0,
Armed and Strangerous,armed-and-strangerous,2020-04-21,none,0.0,
Dungeon Farmer,dungeon-farmer,2020-04-21,none,0.0,
Pandemania,pandemania,2020-04-21,Educational,0.0,
The Pancakes Official Game Show,the-pancakes-official-game-show,2020-04-21,Platformer,0.0,
Keep IT alive - The daily struggle,keep-it-alive-the-daily-struggle,2020-04-21,none,0.0,
An Fhoraois Spiorad (The Spirit Forest),an-fhoraois-spiorad-the-spirit-forest,2020-04-21,Adventure,0.0,
Cashier Project,cashier-project,2020-04-21,none,0.0,
Baby Don't Cry,baby-dont-cry,2020-04-21,Action,0.0,
Portage,portage,2020-04-21,none,0.0,
BruH (BruH Games),bruh-bruh-games,2020-04-21,Educational,0.0,
My Fair Planet,my-fair-planet,2020-04-21,Action,0.0,
NEONOA,neonoa,2020-04-21,none,0.0,
Zima,zima,2020-04-21,none,0.0,
Kakyuumari / カキュウマリ,kakyuumari-kakiyuumari,2020-04-21,Action,0.0,
Whalestrom,whalestrom,2020-04-21,Shooter,0.0,
flutter (its_the_bae_area),flutter-its_the_bae_area,2020-04-21,none,0.0,
Olympic Javelin Throw (Prototype),olympic-javelin-throw-prototype,2020-04-21,Sports,0.0,
Pas,pas-2,2020-04-21,none,0.0,
Bringing Home the Bacon,bringing-home-the-bacon,2020-04-21,Simulation,0.0,
The Little Match Girl (FlyBrid),the-little-match-girl-flybrid,2020-04-21,none,0.0,
Monster Needs To Eat,monster-needs-to-eat,2020-04-21,Simulation,0.0,
Carrying is Caring,carrying-is-caring,2020-04-21,none,0.0,
Pupper Truckers,pupper-truckers,2020-04-21,none,0.0,
Untitled Phoenix Game,untitled-phoenix-game,2020-04-21,Platformer,0.0,
Prometheus (NathanDimmer),prometheus-nathandimmer,2020-04-21,Adventure,0.0,
KidPunk,kidpunk,2020-04-21,Action,0.0,
Block Pusher (itch) (pixipit),block-pusher-itch-pixipit,2020-04-21,Platformer,0.0,
Sekiro,sekiro,2020-04-21,none,0.0,
A Day in Granple-Bee's Garden,a-day-in-granple-bees-garden,2020-04-21,Simulation,0.0,
CRAZ,craz,2020-04-21,Action,0.0,
Sussanne Belonging LD46,sussanne-belonging-ld46,2020-04-21,none,0.0,
Time is of the Essence,time-is-of-the-essence,2020-04-21,Racing,0.0,
Farm Attack,farm-attack,2020-04-23,Shooter,0.0,
Terraform Mars,terraform-mars,2020-04-23,none,0.0,
DreamGardener,dreamgardener,2020-04-23,Platformer,0.0,
Dearest Child,dearest-child,2020-04-23,Platformer,0.0,
Harsh Weather,harsh-weather,2020-04-23,Platformer,0.0,
Unturned Mod Menu,unturned-mod-menu,2020-04-23,none,0.0,
Arts and Crafters's Swapped Basics,arts-and-crafterss-swapped-basics,2020-04-23,none,0.0,
Key Hunt,key-hunt,2020-04-23,Platformer,0.0,
Critical Landscape-Scale Force of Nature,critical-landscape-scale-force-of-nature,2020-04-23,none,0.0,
Time to Choose,time-to-choose,2020-04-23,none,0.0,
Running Cat,running-cat,2020-04-22,none,0.0,
One Minute (Vosje),one-minute-vosje,2020-04-22,Platformer,0.0,
Timmy Telekinesis,timmy-telekinesis,2020-04-21,Racing,0.0,
Space Travelers,space-travelers,2020-04-21,Shooter,0.0,
sponge-ice-cream,sponge-ice-cream,2020-04-21,none,0.0,
RollAndKill,rollandkill,2020-04-21,Action,0.0,
Ne Pas Perdre La Flamme,ne-pas-perdre-la-flamme,2020-04-21,none,0.0,
Into The Storm,into-the-storm,2020-04-21,none,0.0,
The ninja box,the-ninja-box,2020-04-21,Platformer,0.0,
Plantlings,plantlings,2020-04-21,none,0.0,
Magic Forest (itch) (sqrrel),magic-forest-itch-sqrrel,2020-04-21,none,0.0,
Terminal Charge,terminal-charge,2020-04-21,Action,0.0,
The Sapling Sage,the-sapling-sage,2020-04-21,Adventure,0.0,
Véia Defense: Aliens Attack,veia-defense-aliens-attack,2020-04-21,Action,0.0,
Save the Dog!,save-the-dog,2020-04-21,Action,0.0,
Keep IT Alive (Skill Games Studio),keep-it-alive-skill-games-studio,2020-04-21,Shooter,0.0,
IndeAnt,indeant,2020-04-21,Shooter,0.0,
Cold Cold World,cold-cold-world,2020-04-21,none,0.0,
Big Bee Bigby,big-bee-bigby,2020-04-21,Action,0.0,
WormsWorms,wormsworms,2020-04-21,Action,0.0,
LD46_Slugball_web,ld46_slugball_web,2020-04-21,none,0.0,
Egg Drop Extravaganza,egg-drop-extravaganza,2020-04-22,Action,0.0,
Hungry Chicken (johnCavatelli),hungry-chicken-johncavatelli,2020-04-22,none,0.0,
Prescription-fixed,prescription-fixed,2020-04-22,Simulation,0.0,
Save the plant V.2,save-the-plant-v2,2020-04-22,Shooter,0.0,
Jump Joy (Beta),jump-joy-beta,2020-04-22,Platformer,0.0,
Ghost Ship - OpenGL Edition,ghost-ship-opengl-edition,2020-04-22,Adventure,0.0,
The Last Puzzle,the-last-puzzle,2020-04-22,Strategy,0.0,
paralelles,paralelles,2020-04-22,Platformer,0.0,
Arceana Adventures,arceana-adventures,2020-04-22,none,0.0,
GarbageGameVol2,garbagegamevol2,2020-04-22,none,0.0,
Neon Breaker (Srthk.),neon-breaker-srthk,2020-04-22,none,0.0,
Little Dutch Island,little-dutch-island,2020-04-22,none,0.0,
Aparl for ANDROID,aparl-for-android,2020-04-22,none,0.0,
GaKoPop's very terrible first game,gakopops-very-terrible-first-game,2020-04-22,none,0.0,
Bibou (itch),bibou-itch,2020-04-22,Simulation,0.0,
Rescuer,rescuer,2020-04-22,Shooter,0.0,
Snake (itch) (Joe Zoll),snake-itch-joe-zoll,2020-04-22,none,0.0,
MAUL,maul,2020-04-22,Fighting,0.0,
Seven (itch),seven-itch,2020-04-22,Puzzle,0.0,
Curse of the Crescent Isle,curse-of-the-crescent-isle,2020-04-22,Platformer,0.0,
UpdateSpiritofPharaoh,updatespiritofpharaoh,2020-04-22,Platformer,0.0,
Scary education and learning in school,scary-education-and-learning-in-school,2020-04-22,none,0.0,
HandFoot,handfoot,2020-04-22,Sports,0.0,
Luna (itch) (rfs99),luna-itch-rfs99,2020-04-22,none,0.0,
Stranger Story Demo,stranger-story-demo,2020-04-22,none,0.0,
Henry & Alan - Jam Version(Downloadable),henry-alan-jam-versiondownloadable,2020-04-22,Platformer,0.0,
Duplicators,duplicators,2020-04-22,Puzzle,0.0,
Rapunzel (Veronica),rapunzel-veronica,2020-04-22,none,0.0,
SHIN Toriga,shin-toriga,2020-04-22,Shooter,0.0,
Hunted (Milestone 1),hunted-milestone-1,2020-04-22,Shooter,0.0,
Journey through Hell,journey-through-hell,2020-04-22,Platformer,0.0,
SYSTEM BREACH,system-breach,2020-04-21,Shooter,0.0,
Trial of Balance,trial-of-balance,2020-04-21,Platformer,0.0,
BATH HUNTER,bath-hunter,2020-04-21,none,0.0,
TroubleShoot,troubleshoot,2020-04-21,Platformer,0.0,
Hollow 2 (itch) (Void),hollow-2-itch-void,2020-04-21,Shooter,0.0,
Social Distance Enforcers,social-distance-enforcers,2020-04-21,none,0.0,
Hate and Cheating,hate-and-cheating,2020-04-21,none,0.0,
Spellrager,spellrager,2020-04-21,Action,0.0,
SHIRO 四郎,shiro-si-lang,2020-04-21,Educational,0.0,
40tena simulator,40tena-simulator,2020-04-21,Adventure,0.0,
Jogo1 (jacsonlk),jogo1-jacsonlk,2020-04-21,Action,0.0,
Garden of Error,garden-of-error,2020-04-21,Strategy,0.0,
Duck Tails,duck-tails,2020-04-21,Platformer,0.0,
Chifoumi,chifoumi,2020-04-21,none,0.0,
Lundum Dare 46 WebGL2,lundum-dare-46-webgl2,2020-04-21,none,0.0,
Power Slime Shootout,power-slime-shootout,2020-04-21,Action,0.0,
World of Warships: Legends—One Year Strong!,world-of-warships-legends-one-year-strong,2020-04-23,none,0.0,
Lucky Pusher-Win Big Rewards,lucky-pusher-win-big-rewards,2020-03-24,Casual,0.0,
Love or Money,love-or-money,2020-04-01,Simulation,0.0,
Hop2Beat,hop2beat,2020-03-04,Casual,0.0,
Ball Rush 3D,ball-rush-3d,2020-02-04,Action,0.0,
Papa's Sushiria To Go!,papas-sushiria-to-go,2020-04-21,Strategy,0.0,
Linkdoku - Bridges Puzzle,linkdoku-bridges-puzzle,2020-04-21,Board Games,0.0,
The Child of the Forest,the-child-of-the-forest,2020-04-24,Platformer,0.0,
Idle Shopping,idle-shopping,2020-04-16,Strategy,0.0,
Magus Rod - Alpha demo,magus-rod-alpha-demo,2020-04-24,Platformer,0.0,
Ever_up,ever_up,2020-04-24,Platformer,0.0,
SuperGrindRPG,supergrindrpg,2020-04-24,RPG,0.0,
NEXT DAY,next-day,2020-04-24,Simulation,0.0,
PixStars,pixstars,2020-04-23,Shooter,0.0,
Water Guy,water-guy,2020-04-23,none,0.0,
Shopper Bug,shopper-bug,2020-04-23,RPG,0.0,
The Light Within It,the-light-within-it,2020-04-23,Adventure,0.0,
Keep Your Distance (AndyZGameZ),keep-your-distance-andyzgamez,2020-04-23,none,0.0,
Hammerhead,hammerhead,2020-04-23,Action,0.0,
theGardenVR,thegardenvr,2020-04-23,none,0.0,
Keep the flame alive v1.2,keep-the-flame-alive-v12,2020-04-23,Platformer,0.0,
Pingoal,pingoal,2020-04-23,Sports,0.0,
La rata sabia,la-rata-sabia,2020-04-23,Educational,0.0,
HANDYCAMP feat. B-Bun,handycamp-feat-b-bun,2020-04-23,none,0.0,
The Hunger,the-hunger,2020-04-21,none,0.0,
Antz (itch) (Scabbage),antz-itch-scabbage,2020-04-21,Simulation,0.0,
Keep it Lit!,keep-it-lit,2020-04-21,Strategy,0.0,
Me And My Bat,me-and-my-bat,2020-04-21,Platformer,0.0,
Beached LD46,beached-ld46,2020-04-21,none,0.0,
Field Hospital (Nick Feofentov),field-hospital-nick-feofentov,2020-04-21,Simulation,0.0,
Cutie Chowdown,cutie-chowdown,2020-04-21,none,0.0,
Press Flail to Fail,press-flail-to-fail,2020-04-21,Platformer,0.0,
Ducky's Day Out,duckys-day-out,2020-04-21,Strategy,0.0,
Fishy escape,fishy-escape,2020-04-21,Action,0.0,
Sanity Sim,sanity-sim,2020-04-21,Simulation,0.0,
Sako Sushi Yuki,sako-sushi-yuki,2020-04-21,none,0.0,
Friday at Barney's (Ludum Dare 46),friday-at-barneys-ludum-dare-46,2020-04-21,none,0.0,
Solar (thevinter),solar-thevinter,2020-04-21,none,0.0,
"Life is hard, and then you buy a cactus",life-is-hard-and-then-you-buy-a-cactus,2020-04-21,none,0.0,
Frank Was Alive,frank-was-alive,2020-04-21,Adventure,0.0,
Escortape,escortape,2020-04-21,RPG,0.0,
"Gunshots, Gangsters, and The 60s Car",gunshots-gangsters-and-the-60s-car,2020-04-21,Shooter,0.0,
Gryphon Peaks - Ludum Dare #46 Jam Entry,gryphon-peaks-ludum-dare-46-jam-entry,2020-04-21,Action,0.0,
LD46_SlugBall,ld46_slugball,2020-04-21,none,0.0,
Remember his Name,remember-his-name,2020-04-21,none,0.0,
ROBOY (RiverGiantGames),roboy-rivergiantgames,2020-04-21,Platformer,0.0,
Save Blobby,save-blobby,2020-04-21,Shooter,0.0,
Dying Flame (BauBau),dying-flame-baubau,2020-04-21,Adventure,0.0,
tiriplici,tiriplici,2020-04-21,none,0.0,
Runner 2049,runner-2049,2020-04-21,Platformer,0.0,
TheSpiritofPharaoh,thespiritofpharaoh,2020-04-21,none,0.0,
Dark Star (Lost Generation Games),dark-star-lost-generation-games,2020-04-21,Action,0.0,
Carry The Torch,carry-the-torch,2020-04-21,none,0.0,
Abiogenesis,abiogenesis,2020-04-21,Puzzle,0.0,
9Lives-HTML,9lives-html,2020-04-21,Adventure,0.0,
Bon Bon And Eggward,bon-bon-and-eggward,2020-04-21,Platformer,0.0,
Scrap Cargo,scrap-cargo,2020-04-21,none,0.0,
Bear Naked Polar Party,bear-naked-polar-party,2020-04-21,Simulation,0.0,
Spirit of the Tree,spirit-of-the-tree,2020-04-21,Action,0.0,
Blob.Ai,blobai,2020-04-21,Platformer,0.0,
Lucid Drifter,lucid-drifter,2020-04-21,none,0.0,
Ballad of the Bard,ballad-of-the-bard,2020-04-21,Strategy,0.0,
CrashLanded (Teh_Thanos),crashlanded-teh_thanos,2020-04-21,Puzzle,0.0,
Maximus the Gladiator,maximus-the-gladiator,2020-04-21,Strategy,0.0,
Eggbert II,eggbert-ii,2020-04-21,Strategy,0.0,
"Keep it alive (DantonSlip, chakibehappy, Puntarr)",keep-it-alive-dantonslip-chakibehappy-puntarr,2020-04-21,Adventure,0.0,
Teddy? (HeylloPotato),teddy-heyllopotato,2020-04-21,Adventure,0.0,
Sheeb Survival,sheeb-survival,2020-04-21,Simulation,0.0,
HEART LORDS,heart-lords,2020-04-21,Action,0.0,
Hungry Wilbert,hungry-wilbert,2020-04-21,Action,0.0,
Recursion (finnttruman),recursion-finnttruman,2020-04-20,Platformer,0.0,
The Heads,the-heads,2020-04-20,none,0.0,
Survive: eat or be eaten,survive-eat-or-be-eaten,2020-04-20,Action,0.0,
The Big Man of Purgatory,the-big-man-of-purgatory,2020-04-20,none,0.0,
TorchLife,torchlife,2020-04-20,Platformer,0.0,
Keep the Party Alive (pedrorocha014),keep-the-party-alive-pedrorocha014,2020-04-20,Strategy,0.0,
For her majesty the Princess !,for-her-majesty-the-princess,2020-04-20,Action,0.0,
GiosWar,gioswar,2020-04-20,none,0.0,
Soullife,soullife,2020-04-20,none,0.0,
Sewer's Plague,sewers-plague,2020-04-20,Action,0.0,
Party Never Dies!,party-never-dies,2020-04-20,none,0.0,
Lone Settler,lone-settler,2020-04-20,Strategy,0.0,
Go Heini!,go-heini,2020-04-20,Platformer,0.0,
Keep Colours Alive,keep-colours-alive,2020-04-20,Action,0.0,
Disco,disco,2020-04-20,none,0.0,
Lamps,lamps,2020-04-20,Adventure,0.0,
Saving IT,saving-it,2020-04-20,Shooter,0.0,
The Last Tree (itch) (RiceFarmerLenin),the-last-tree-itch-ricefarmerlenin,2020-04-20,Shooter,0.0,
Slaver,slaver,2020-04-20,none,0.0,
The Keeper (petrifiedapple),the-keeper-petrifiedapple,2020-04-20,none,0.0,
P_AI_TIENT_ZERO,p_ai_tient_zero,2020-04-20,none,0.0,
Jaghund Armoured Organ Delivery Service,jaghund-armoured-organ-delivery-service,2020-04-20,Strategy,0.0,
I Wanna Be The Obby,i-wanna-be-the-obby,2020-04-20,none,0.0,
Adrestia: Sublime Balance,adrestia-sublime-balance,2020-04-21,RPG,0.0,
Jungle Jack’s Jaguar Jamboree,jungle-jacks-jaguar-jamboree,2020-04-21,none,0.0,
Virtual Meeting Simulator,virtual-meeting-simulator,2020-04-20,Action,0.0,
CosmoDoggie,cosmodoggie,2020-04-20,none,0.0,
Rift Defender,rift-defender,2020-04-21,Adventure,0.0,
The King's Knight,the-kings-knight,2020-04-20,Puzzle,0.0,
Beluas,beluas,2020-04-20,Fighting,0.0,
Once Upon a Night,once-upon-a-night,2020-04-20,Simulation,0.0,
Night Stop,night-stop,2020-04-20,none,0.0,
OwOrbit,oworbit,2020-04-20,none,0.0,
Atuin,atuin,2020-04-20,Action,0.0,
Campfire Alert,campfire-alert,2020-04-20,none,0.0,
MELT (mmatt_ugh),melt-mmatt_ugh,2020-04-20,Platformer,0.0,
Controller,controller,2020-04-20,Platformer,0.0,
BrokerPin,brokerpin,2020-04-20,none,0.0,
LD46_Charger,ld46_charger,2020-04-20,none,0.0,
Save Dave,save-dave,2020-04-20,Shooter,0.0,
Feed The Slime,feed-the-slime,2020-04-20,Adventure,0.0,
JAFLL,jafll,2020-04-20,none,0.0,
Go Home! (acjh13),go-home-acjh13,2020-04-20,Action,0.0,
To Be Alive,to-be-alive,2020-04-20,Puzzle,0.0,
Beat Sturgeon,beat-sturgeon,2020-04-20,none,0.0,
Egdar's Blobs,egdars-blobs,2020-04-20,none,0.0,
Keep Reputation Alive,keep-reputation-alive,2020-04-20,Puzzle,0.0,
Royal Decree (furqaan),royal-decree-furqaan,2020-04-20,RPG,0.0,
LD46 - FROGISLN.ELF,ld46-frogislnelf,2020-04-20,Action,0.0,
Spawnhood,spawnhood,2020-04-20,Simulation,0.0,
Grimreign,grimreign,2020-04-20,Action,0.0,
Dunder,dunder,2020-04-20,Puzzle,0.0,
Sparks Of Light,sparks-of-light,2020-04-20,Adventure,0.0,
Attack on Lizilla,attack-on-lizilla,2020-04-20,Action,0.0,
"The Fire (Shorkie, bakingsoda)",the-fire-shorkie-bakingsoda,2020-04-20,none,0.0,
Private lessons,private-lessons,2020-04-20,none,0.0,
The Toiling,the-toiling,2020-04-20,Simulation,0.0,
A tale of Rebirthism,a-tale-of-rebirthism,2020-04-20,Action,0.0,
Sprouting Tale,sprouting-tale,2020-04-20,Adventure,0.0,
Rawbot,rawbot,2020-04-20,Action,0.0,
Feed The Slime King!,feed-the-slime-king,2020-04-20,Adventure,0.0,
Keep Me Breathing - Ludum Dare 46,keep-me-breathing-ludum-dare-46,2020-04-20,none,0.0,
Tree Shroomulator,tree-shroomulator,2020-04-20,Simulation,0.0,
Relaxing Sarlacc Experience,relaxing-sarlacc-experience,2020-04-20,none,0.0,
Extinction Intervention,extinction-intervention,2020-04-20,none,0.0,
Keep the Party Alive! (Axelancer),keep-the-party-alive-axelancer,2020-04-20,none,0.0,
Keep Drogon Alive,keep-drogon-alive,2020-04-20,Action,0.0,
Keep It Alive (ZenriS),keep-it-alive-zenris,2020-04-20,none,0.0,
Pull the Levers!,pull-the-levers,2020-04-20,Puzzle,0.0,
Pirabbit,pirabbit,2020-04-20,Platformer,0.0,
Space Dodge (recloner),space-dodge-recloner,2020-04-20,Action,0.0,
all move at once?,all-move-at-once,2020-04-20,none,0.0,
Nitro121,nitro121,2020-04-20,none,0.0,
A Balloon's Journey,a-balloons-journey,2020-04-20,Adventure,0.0,
the survival of masculinity,the-survival-of-masculinity,2020-04-20,none,0.0,
Apple Panick,apple-panick,2020-04-20,none,0.0,
Goddle Royale,goddle-royale,2020-04-20,Strategy,0.0,
Chivalric Saga,chivalric-saga,2020-04-20,Action,0.0,
Doodlera: Drawn Existence,doodlera-drawn-existence,2020-04-20,Simulation,0.0,
Clumsy Looter,clumsy-looter,2020-04-20,Adventure,0.0,
"Pyromania (Finnhax, Taddl)",pyromania-finnhax-taddl,2020-04-20,Action,0.0,
No Time to EGGsplain,no-time-to-eggsplain,2020-04-20,Racing,0.0,
Immortality Amulet,immortality-amulet,2020-04-20,Puzzle,0.0,
Team Wipe,team-wipe,2020-04-20,Action,0.0,
Portaling - Demo,portaling-demo,2020-04-20,none,0.0,
Balanced Parenting,balanced-parenting,2020-04-20,none,0.0,
My hungry Pet Piranha Plant,my-hungry-pet-piranha-plant,2020-04-20,none,0.0,
Keep The Fool Alive,keep-the-fool-alive,2020-04-20,Action,0.0,
Peck Beach - Ludum Dare 46,peck-beach-ludum-dare-46,2020-04-20,Platformer,0.0,
